INFO:root:Number of Shelx jobs:52
INFO:root:Number of Shelx jobs:52
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VKO/DataFiles', '--name=1VKO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3SC3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3SC3/DataFiles', '--name=3SC3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4C02
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4C02/DataFiles', '--name=4C02', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BGJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BGJ/DataFiles', '--name=4BGJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3S25
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3S25/DataFiles', '--name=3S25', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LIU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LIU/DataFiles', '--name=3LIU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4MHV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4MHV/DataFiles', '--name=4MHV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VMH
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VMH/DataFiles', '--name=1VMH', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3E49
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3E49/DataFiles', '--name=3E49', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4C9W
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4C9W/DataFiles', '--name=4C9W', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4ATM
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4ATM/DataFiles', '--name=4ATM', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2FYX
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2FYX/DataFiles', '--name=2FYX', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VL8
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VL8/DataFiles', '--name=1VL8', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3ODP
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3ODP/DataFiles', '--name=3ODP', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2AMU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2AMU/DataFiles', '--name=2AMU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VLR
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VLR/DataFiles', '--name=1VLR', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AP8
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AP8/DataFiles', '--name=4AP8', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3SCY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3SCY/DataFiles', '--name=3SCY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2ASH
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2ASH/DataFiles', '--name=2ASH', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2YPT
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2YPT/DataFiles', '--name=2YPT', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VMJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VMJ/DataFiles', '--name=1VMJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VQ0
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VQ0/DataFiles', '--name=1VQ0', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2G1U
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2G1U/DataFiles', '--name=2G1U', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AGU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AGU/DataFiles', '--name=4AGU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NRE
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NRE/DataFiles', '--name=3NRE', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4LOP
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4LOP/DataFiles', '--name=4LOP', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LOU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LOU/DataFiles', '--name=3LOU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2QMQ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2QMQ/DataFiles', '--name=2QMQ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2G36
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2G36/DataFiles', '--name=2G36', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3QC3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3QC3/DataFiles', '--name=3QC3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4LOQ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4LOQ/DataFiles', '--name=4LOQ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VQ3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VQ3/DataFiles', '--name=1VQ3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3M82
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3M82/DataFiles', '--name=3M82', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3M81
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3M81/DataFiles', '--name=3M81', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LWX
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LWX/DataFiles', '--name=3LWX', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VK8
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VK8/DataFiles', '--name=1VK8', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3P1T
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3P1T/DataFiles', '--name=3P1T', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2B33
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2B33/DataFiles', '--name=2B33', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1J5T
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1J5T/DataFiles', '--name=1J5T', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3PFE
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3PFE/DataFiles', '--name=3PFE', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3M83
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3M83/DataFiles', '--name=3M83', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3M7A
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3M7A/DataFiles', '--name=3M7A', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3EMW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3EMW/DataFiles', '--name=3EMW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VP2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VP2/DataFiles', '--name=1VP2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3QXB
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3QXB/DataFiles', '--name=3QXB', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3RWX
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3RWX/DataFiles', '--name=3RWX', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3SY6
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3SY6/DataFiles', '--name=3SY6', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1O4U
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1O4U/DataFiles', '--name=1O4U', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4DO0
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4DO0/DataFiles', '--name=4DO0', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MEM
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MEM/DataFiles', '--name=3MEM', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3O8S
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3O8S/DataFiles', '--name=3O8S', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1O4T
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1O4T/DataFiles', '--name=1O4T', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4FDW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4FDW/DataFiles', '--name=4FDW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MYX
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MYX/DataFiles', '--name=3MYX', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3U1X
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3U1X/DataFiles', '--name=3U1X', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3S5Q
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3S5Q/DataFiles', '--name=3S5Q', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Number of Shelx jobs:555
INFO:root:Processing anomalous data for 1O4S
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1O4S/DataFiles', '--name=1O4S', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4UUC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UUC/DataFiles', '--name=4UUC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LXJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LXJ/DataFiles', '--name=3LXJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2WWU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2WWU/DataFiles', '--name=2WWU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3IR3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3IR3/DataFiles', '--name=3IR3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3KVO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3KVO/DataFiles', '--name=3KVO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
